nrows	50
cellsize	150.0
xllcorner	0
ncols	50
yllcorner	0
NODATA_value	-9999
8.271705653423140625e-02	2.127631151761726416e-02	9.425194436011796739e-02	4.939197167322698090e-02	3.975871534419905817e-02	6.171646774684565184e-02	1.696294146011132625e-02	1.936121709489252440e-02	4.216450047424835645e-02	2.297044857093000214e-02	6.704298068806634203e-02	4.162315340452049650e-02	3.835349583220235004e-02	2.777463300387698203e-02	2.207885817162396139e-02	7.161913568127860341e-02	9.025521335945362045e-02	3.502399586135773735e-02	8.040414306008919487e-02	3.131346976591601466e-02	7.604099264847130613e-02	2.387740603804927586e-02	5.687112022313325910e-02	4.074439634684711570e-02	8.709178300582484655e-02	7.612946965408906586e-02	1.077918208624280109e-02	9.929772718869623455e-03	4.600412614040166881e-02	2.152795518990661267e-02	2.378824418737431057e-02	9.511189423522797837e-02	9.406546861214974686e-02	1.749038473908382007e-03	2.223905489293687143e-03	6.269637160239108220e-02	9.476101746191394060e-02	8.884754177262699226e-02	6.929726548558100274e-02	7.395023591448830758e-02	4.828361932999872264e-02	4.897713358561925356e-02	8.568734790590110117e-02	1.075183056328203948e-02	6.823539046102447547e-02	7.194897206013613211e-02	1.557559815681563986e-02	7.704183385687686514e-02	1.685416958384493638e-02	9.680445094065920353e-02
7.639902522890137937e-02	2.002127631151726206e+01	2.009425194435976181e+01	2.004939197167287190e+01	1.158676409913661409e+01	8.226682277024035983e+00	2.001696294145975585e+01	4.491497172094489621e+00	2.004216450047389131e+01	1.416510607230200591e+01	2.006704298068770953e+01	3.374956486737860750e+00	2.003835349583184566e+01	1.002777463300379068e+01	2.002207885817126964e+01	1.421375475941235322e+01	2.005391870534956666e+01	2.003502399586100324e+01	1.269280739615618714e+00	2.003131346976556060e+01	1.421817661637929575e+01	7.583166866222626368e+00	2.005687112022277674e+01	1.418288002007792237e+01	1.422922740673690001e+01	2.007612946965373268e+01	3.391392987670475367e+00	2.000992977271851458e+01	1.418813974987147652e+01	2.002152795518955131e+01	8.186300383887065379e+00	2.009511189423487210e+01	2.009406546861179521e+01	1.933165160230676083e+00	2.000222390548893969e+01	1.420483479364868451e+01	1.423689664119299003e+01	2.008884754177227094e+01	9.337794404168731077e+00	8.003281297326767074e+00	2.004828361932964498e+01	1.419111275731669508e+01	2.008568734790554444e+01	3.933074533326955002e+00	2.006823539046066784e+01	1.161895435585255143e+01	2.001557559815645959e+01	2.007704183385652286e+01	2.001685416958348895e+01	4.140087719974334945e-02
7.813061968023242432e-02	1.422026624341130763e+01	3.422026624341201284e+01	3.987103534659750892e+01	3.158676409913625704e+01	1.717095418702303533e+01	2.907981184950612175e+01	9.079811849505764698e+00	2.907981184950612175e+01	3.416510607230271290e+01	2.675557350565229697e+01	6.755573505651941701e+00	2.089770912938264047e+01	3.002777463300343541e+01	3.002777463300343541e+01	3.421375475941305666e+01	2.311028762109529566e+01	2.959589249072648087e+00	2.097540847317766577e+01	2.914498117115408249e+01	3.421817661637858521e+01	2.172530248995382962e+01	2.172530248995382607e+01	3.418288002007862758e+01	3.422922740673760700e+01	2.677613870699542886e+01	6.821324663039031400e+00	2.677613870699540755e+01	3.418813974987217819e+01	3.620763762501756133e+01	1.815119108757395239e+01	2.551982911547954558e+01	4.693787194020816678e+00	2.034321715125653895e+01	2.897709865643571447e+01	3.420545508372361354e+01	3.423689664119369525e+01	3.821235914004945755e+01	2.236667938996044569e+01	1.783457224210159708e+01	3.650760877013393468e+01	3.419111275731739852e+01	2.793307453332658241e+01	7.933074533326938571e+00	2.793307453332658241e+01	3.161895435585219616e+01	3.990322560326716683e+01	3.414954328501623593e+01	1.414954328501552894e+01	7.407661284453137540e-03
1.795629399984677299e-03	2.000179562939963063e+01	2.821780966511208888e+01	4.830582064499117934e+01	4.545522543448392838e+01	2.871795957081534567e+01	3.407981184950651254e+01	1.407981184950580733e+01	3.407981184950651254e+01	3.324443035088320642e+01	1.324443035088250120e+01	1.252907619754824964e+01	3.252907619754753910e+01	4.918198037604524586e+01	5.002777463300272132e+01	3.453473810615968631e+01	1.416244200795879138e+01	4.159109536880778002e+00	2.401228388602641672e+01	2.581089128973650659e+01	4.541691026197165826e+01	4.172530248995311553e+01	3.586743811368527446e+01	5.000957373741672995e+01	3.828391892627498549e+01	1.835185890414670595e+01	1.118504451602891159e+01	2.080620895589123975e+01	4.027080566982061782e+01	4.580014651607647380e+01	3.206203773860369211e+01	3.486447880988085757e+01	2.472500835233400451e+01	7.498900496248785075e+00	2.151282241340519974e+01	4.112856316703158654e+01	4.392994198646176329e+01	5.160036762692163137e+01	4.376977447601631610e+01	3.160821921104421861e+01	4.649776722044843780e+01	3.444844469066663351e+01	1.442193136721521185e+01	2.789893645583562787e+01	2.792952375311942248e+01	4.790778709522483325e+01	4.299749981325182802e+01	3.471322856568895077e+01	2.006292056976676719e+01	6.292056976712086247e-02
2.526786264046545702e-02	8.190291941179433266e+00	2.234004561337979666e+01	4.240798735523326712e+01	5.700223081827623872e+01	4.871795957081463513e+01	3.962681381175890039e+01	1.962681381175819695e+01	3.962681381175890039e+01	3.809514285160994973e+01	1.809514285160924629e+01	1.960014400941384949e+01	3.252907619754754620e+01	5.252907619754683566e+01	5.508417702314685727e+01	3.441204146295382316e+01	3.123804982325372492e+01	1.123015429589001357e+01	5.899886096437748861e+00	2.589124129883257908e+01	4.149830000746173653e+01	4.976410201532056732e+01	5.586743811368597790e+01	5.237952245773062998e+01	3.244532877371197088e+01	3.552988733813266009e+01	1.565414777956953252e+01	3.552988733788541253e+01	3.960985682021378551e+01	5.797214866589934701e+01	5.146098677501634455e+01	4.309858115920209798e+01	2.350421836288808208e+01	9.508590146850334435e+00	2.924327437959716391e+01	3.698591548707834420e+01	2.480488012187688085e+01	4.392994198646176329e+01	5.986002245274404743e+01	5.231371990019534479e+01	4.641214076564516944e+01	2.601269375013288609e+01	3.438589681278497778e+01	2.336016747495003543e+01	4.322225590832348985e+01	4.626023394948166612e+01	2.626023394948096268e+01	1.471322856568824378e+01	7.153939105503632767e+00	8.287129363812716087e-02
8.483503398980346555e-02	2.008483503398944947e+01	3.649563004754527640e+01	3.996440921889340103e+01	5.955297224041880355e+01	5.962681381175961093e+01	3.962681381175890749e+01	2.669788162362379680e+01	4.669788162362450379e+01	4.325912064655326361e+01	2.325912064655256017e+01	3.960014400941313539e+01	3.114714939320616338e+01	5.114714939320545284e+01	5.639977958472496056e+01	3.683727331995754639e+01	2.277029564750018054e+01	2.702845722173154996e+01	7.140233442329828151e+00	2.612427202156836969e+01	2.155997384063700650e+01	3.569172861206271108e+01	5.561744131660400825e+01	6.065157053161643574e+01	5.237952245773062998e+01	3.552988733813266009e+01	2.230025223235006493e+01	2.709839530995649071e+01	4.668253995984692750e+01	6.123952723773106754e+01	5.028374766073595481e+01	3.488200460829558835e+01	1.612767762501479041e+01	2.923769909822350854e+01	1.275241511832139452e+01	1.756259456985142009e+01	3.698658930084027929e+01	3.279762213597090437e+01	4.614579668681789570e+01	6.554782845474868225e+01	5.499319984964836294e+01	3.781132637572019206e+01	3.483021093019902992e+01	4.322921385742761657e+01	5.140917481106799869e+01	5.454450519736111858e+01	4.299749981325182802e+01	3.417147525472189784e+01	1.417147525472261016e+01	2.933963099178593659e-02
4.163169627051844027e-03	1.977333744103336244e+01	2.017438426313132638e+01	3.996440921889339393e+01	4.302671853239110789e+01	6.289480266017998389e+01	5.498215287108669713e+01	3.669788162362414852e+01	5.498215287108669713e+01	4.880612260880565145e+01	2.880612260880494802e+01	4.880612260880565145e+01	4.269415477699826766e+01	5.943142064062894292e+01	6.203135127700419815e+01	4.256699874790357541e+01	4.256683118136965049e+01	3.530894143233052063e+01	2.713083731652379882e+01	8.911463213410034001e+00	2.890168391573315532e+01	4.623331601235319255e+01	5.446616495961643523e+01	6.797664557750475467e+01	6.365253117567488772e+01	4.915682649362000234e+01	2.932355281404076663e+01	4.668253996185145382e+01	4.281934615674974509e+01	5.358526888341980055e+01	3.423159325755680982e+01	2.340440348538497517e+01	3.593327990994247756e+01	2.781185920599999761e+01	3.242982993945697956e+01	1.659472147031628708e+01	3.627188571910910042e+01	5.182852022284800597e+01	4.309272674785894708e+01	6.219712530215883106e+01	6.779534794731058867e+01	5.884778907430658990e+01	4.467077464454837354e+01	6.227564276786301178e+01	6.162435228695444778e+01	5.161394809728945177e+01	4.333532428562986638e+01	3.416516905531290149e+01	1.416516905531361381e+01	2.303343158278945563e-02
2.434392073152260791e-02	6.054561274805070781e+00	1.421853899716612979e+01	2.315391033214903871e+01	3.721739886035710043e+01	5.705165687277661846e+01	6.498215287108804716e+01	5.669788162362485195e+01	6.498215287108804716e+01	5.513067792914263521e+01	3.513067792914193177e+01	5.513067792914263521e+01	6.269415477699755712e+01	7.097842602439403947e+01	6.288304616178616868e+01	5.133361916711761097e+01	4.305257075383600807e+01	3.352444624346389901e+01	1.389225014564577876e+01	1.018146455517388560e+01	3.018722150561054107e+01	2.626322922727814912e+01	4.623331601251612000e+01	4.808838595547396011e+01	6.213549055482265970e+01	5.740806642280417549e+01	3.922568231155148055e+01	5.740806642280417549e+01	5.615828384255424055e+01	5.337900301334887843e+01	3.337095193602758059e+01	4.342790815087094103e+01	5.163448097245080248e+01	3.976840615349787811e+01	3.904026343919249342e+01	1.937526899386799784e+01	3.333187781135965366e+01	5.282151691694811291e+01	6.219348362825141407e+01	5.698796642898910392e+01	7.607238146785817889e+01	7.190406486084559390e+01	6.402444602076306523e+01	7.190406486084559390e+01	5.333560381513792947e+01	3.333525028511914456e+01	2.333525026541470382e+01	3.333527656498162628e+01	2.006608149701614607e+01	6.608149701650013752e-02
5.883922493566802470e-02	4.423197017326403468e+00	2.400138165885613262e+01	3.561266488261367158e+01	4.110632720418045238e+01	4.742990600194787021e+01	5.570236670786596278e+01	6.463888154213918824e+01	7.616786996121972209e+01	6.341494917660976682e+01	4.667768331293485318e+01	5.146060954769703244e+01	7.146060954769845353e+01	6.843895482087047810e+01	5.460877349693274141e+01	3.459284320332233875e+01	2.341509612220405501e+01	1.936739930047232860e+01	3.352444624346389901e+01	3.018722150633742984e+01	1.210599268555707297e+01	3.211233222364310080e+01	4.130056834487066197e+01	3.397069102057901802e+01	5.391352233276818140e+01	6.735234789203241235e+01	5.908797193842941198e+01	6.735241570382476084e+01	7.516308247945582366e+01	6.178018779055253162e+01	4.333411783777031445e+01	6.173059633787376299e+01	6.497493652793485808e+01	5.687023734065449787e+01	4.192130690791340442e+01	2.228372381728185303e+01	3.621924426782798889e+01	5.568730386710848990e+01	7.109612682163088948e+01	7.607238146785817889e+01	8.407385387960798084e+01	6.622961181188439639e+01	5.798388363875329787e+01	6.622961179083178251e+01	6.162388490613477643e+01	5.162094544521929151e+01	3.333527656498162628e+01	1.333525026456086593e+01	2.008539271364398360e+01	8.539271364433813349e-02
2.016265153036126551e-02	2.002016265153000774e+01	1.091205781233634653e+01	1.576278237904205071e+01	2.110807118079712552e+01	2.743299403745362497e+01	3.637914032195332226e+01	4.792773108401610216e+01	6.790274002987652580e+01	7.496195456040665306e+01	6.667768331293626716e+01	7.146060954769845353e+01	7.437001136799540291e+01	5.430841127258895540e+01	4.000589310858297409e+01	3.017583763129243835e+01	4.305257075383600807e+01	3.895787010953368679e+01	4.721721550729576222e+01	3.564790697816267340e+01	1.564349756839367522e+01	1.422628466145291881e+01	2.131053176662450355e+01	4.130056834495971430e+01	5.843266061631415909e+01	6.179333335330577626e+01	6.396244878148817747e+01	7.216633197956097945e+01	7.984479262071255334e+01	7.192025184386737635e+01	6.345028369714236760e+01	7.180647154656375619e+01	6.300605822910377185e+01	4.350380358518594193e+01	2.959571545083801780e+01	2.654519044281312645e+01	3.369583656375087344e+01	4.343462817738425485e+01	6.288583827645037871e+01	7.665682294937285235e+01	6.518060633627882794e+01	5.458821825358383251e+01	3.811034682442738131e+01	5.455430822910983579e+01	4.643581758703975737e+01	5.180214916902855293e+01	4.161973449910114908e+01	2.517029208761944048e+01	5.170284455282764036e+00	6.306660339519088582e-03
